subscriber_email,emails_sent_30d,emails_opened,emails_clicked,unsubscribed,list_segment,signup_source,days_subscribed
margaret.garcia33@fastmail.com,12,12,7,false,vip,organic,810
lisa.wright13@outlook.com,7,3,2,false,new,paid,29
andrew.young12@fastmail.com,8,6,5,false,engaged,organic,374
george.johnson96@proton.me,12,5,3,false,engaged,organic,417
margaret.hernandez58@proton.me,10,0,0,false,inactive,paid,309
elizabeth.gonzalez70@company.co,6,4,1,false,new,paid,54
mark.thomas44@gmail.com,11,6,3,false,regular,organic,294
robert.jackson86@proton.me,12,8,4,false,engaged,paid,249
william.williams4@proton.me,12,0,0,false,inactive,paid,446
charles.lopez12@company.co,8,6,3,false,regular,organic,317
george.hernandez25@fastmail.com,9,8,4,false,engaged,referral,213
mary.moore38@gmail.com,9,5,0,false,regular,paid,483
margaret.taylor38@company.co,10,7,7,false,vip,organic,861
karen.hill35@gmail.com,9,6,4,false,engaged,referral,238
amanda.martin54@gmail.com,8,6,1,false,regular,paid,210
christopher.garcia13@proton.me,6,3,3,false,new,paid,2
matthew.davis74@proton.me,10,0,0,false,inactive,organic,661
paul.hill11@company.co,10,7,3,false,engaged,referral,91
anthony.sanchez10@gmail.com,8,0,0,false,at_risk,paid,457
george.thomas92@outlook.com,8,0,0,false,inactive,paid,284
william.rodriguez14@outlook.com,15,0,0,true,at_risk,paid,486
sarah.perez33@outlook.com,11,2,2,false,regular,paid,609
george.martin47@outlook.com,13,7,6,false,vip,referral,955
margaret.gonzalez7@gmail.com,8,0,0,false,inactive,paid,203
steven.nguyen30@company.co,8,5,1,false,new,organic,29
jessica.lewis56@outlook.com,12,0,0,false,inactive,paid,493
michael.lopez5@proton.me,9,0,0,false,inactive,organic,581
mark.sanchez2@fastmail.com,9,0,0,false,inactive,paid,789
joshua.torres60@fastmail.com,12,4,1,false,regular,organic,493
linda.white49@gmail.com,12,0,0,false,at_risk,paid,375
joseph.thompson83@proton.me,10,4,1,false,regular,paid,391
kevin.robinson83@gmail.com,15,10,4,false,vip,organic,620
karen.clark38@proton.me,9,6,0,false,regular,paid,607
amanda.davis65@proton.me,11,5,4,false,engaged,organic,418
jennifer.williams21@company.co,12,0,0,false,inactive,paid,319
sandra.taylor5@proton.me,11,6,2,false,engaged,paid,102
timothy.ramirez39@proton.me,10,0,0,false,at_risk,paid,137
christopher.miller11@outlook.com,14,2,0,false,at_risk,organic,358
matthew.gonzalez83@outlook.com,10,0,0,false,inactive,paid,705
brian.ramirez18@proton.me,12,2,0,false,at_risk,organic,496
donna.king64@outlook.com,14,9,3,false,vip,organic,646
dorothy.perez83@gmail.com,12,6,3,false,engaged,referral,112
steven.martin13@gmail.com,8,8,3,false,engaged,paid,328
ashley.thompson92@proton.me,13,9,4,false,vip,organic,744
michelle.king82@fastmail.com,8,3,1,false,regular,organic,558
melissa.scott15@gmail.com,9,4,2,false,engaged,paid,412
mary.king78@company.co,13,6,7,false,vip,referral,369
melissa.garcia73@outlook.com,9,4,2,false,engaged,organic,375
ashley.robinson27@outlook.com,8,4,1,false,new,paid,57
carol.wilson1@proton.me,12,0,0,false,inactive,paid,424
richard.martinez32@proton.me,7,5,3,false,new,paid,38
carol.wilson56@company.co,10,2,1,false,regular,organic,390
carol.martinez5@outlook.com,8,6,3,false,engaged,paid,149
paul.perez87@fastmail.com,8,0,0,false,inactive,paid,357
joshua.williams95@fastmail.com,9,3,0,false,regular,paid,340
karen.perez23@proton.me,8,10,6,false,vip,referral,456
donald.anderson78@gmail.com,12,7,3,false,engaged,organic,114
sandra.martin51@company.co,12,2,3,false,regular,paid,337
karen.king91@proton.me,11,11,5,false,vip,referral,834
donald.young51@company.co,10,0,0,false,inactive,paid,625
george.hernandez7@proton.me,12,6,2,false,regular,paid,254
lisa.smith42@proton.me,11,2,0,true,at_risk,paid,494
carol.wilson62@fastmail.com,11,11,7,false,vip,referral,990
linda.young41@gmail.com,12,0,0,false,inactive,organic,661
andrew.wright33@outlook.com,5,2,2,false,new,paid,46
melissa.gonzalez66@company.co,13,2,0,false,at_risk,organic,485
michelle.walker13@company.co,8,3,0,false,regular,paid,208
george.gonzalez65@fastmail.com,14,10,3,false,vip,organic,742
andrew.king67@fastmail.com,13,0,0,false,at_risk,paid,114
barbara.rodriguez82@company.co,9,6,7,false,vip,referral,562
william.garcia94@proton.me,11,5,3,false,engaged,organic,260
linda.white48@gmail.com,8,3,3,false,regular,organic,623
sarah.young89@fastmail.com,9,12,4,false,vip,organic,1184
kimberly.wilson49@gmail.com,10,5,1,false,regular,paid,192
melissa.williams35@outlook.com,10,0,0,false,inactive,paid,760
joshua.harris96@outlook.com,8,3,2,false,regular,paid,240
robert.moore19@company.co,13,2,0,false,at_risk,paid,575
karen.hill74@gmail.com,8,10,3,false,vip,referral,417
daniel.hernandez71@gmail.com,9,6,4,false,engaged,referral,139
donald.clark74@fastmail.com,5,4,3,false,new,social,29
daniel.hernandez29@outlook.com,13,0,0,false,at_risk,organic,532
melissa.perez27@company.co,12,0,0,false,inactive,organic,455
melissa.perez39@fastmail.com,13,1,0,false,at_risk,organic,158
barbara.garcia25@outlook.com,9,3,1,false,regular,organic,593
christopher.young4@company.co,4,3,1,false,new,organic,18
ashley.jackson8@proton.me,8,2,1,false,regular,paid,257
margaret.jackson54@company.co,9,0,0,false,inactive,paid,512
mark.martinez23@proton.me,6,5,2,false,new,organic,49
linda.gonzalez67@company.co,8,2,0,true,at_risk,paid,328
emily.flores39@company.co,11,6,4,false,engaged,paid,471
richard.jackson44@gmail.com,9,0,0,false,inactive,organic,211
jennifer.jones42@fastmail.com,10,0,0,false,at_risk,paid,437
robert.smith58@outlook.com,14,0,0,true,at_risk,paid,97
william.king87@proton.me,11,4,0,false,regular,organic,325
charles.moore74@outlook.com,12,2,0,false,at_risk,organic,478
jennifer.king99@gmail.com,10,3,2,false,regular,organic,531
linda.hill90@outlook.com,11,2,3,false,regular,organic,511
anthony.robinson50@gmail.com,12,0,0,false,inactive,organic,737
george.lewis91@proton.me,8,7,3,false,engaged,paid,224
christopher.hernandez17@gmail.com,10,2,0,false,at_risk,organic,394
steven.garcia29@fastmail.com,8,4,2,false,new,social,57
elizabeth.sanchez7@gmail.com,11,0,0,false,inactive,organic,503
carol.harris25@fastmail.com,10,4,3,false,engaged,paid,144
james.clark81@gmail.com,8,12,7,false,vip,referral,668
matthew.wright89@outlook.com,8,0,0,false,inactive,paid,730
daniel.garcia7@gmail.com,15,10,7,false,vip,organic,759
richard.taylor1@fastmail.com,8,5,3,false,regular,organic,180
thomas.young91@proton.me,11,0,0,false,at_risk,organic,317
charles.flores47@company.co,4,3,3,false,new,organic,38
robert.hernandez65@gmail.com,12,5,2,false,engaged,organic,333
mary.allen82@proton.me,15,2,0,false,at_risk,organic,563
elizabeth.davis7@gmail.com,9,0,0,false,inactive,paid,209
john.thompson48@gmail.com,10,8,3,false,vip,referral,631
kimberly.clark85@company.co,9,8,4,false,vip,organic,1161
joshua.sanchez80@outlook.com,8,3,1,false,regular,organic,520
joshua.clark28@proton.me,8,8,4,false,engaged,paid,373
christopher.jones68@company.co,6,3,3,false,new,organic,18
paul.hernandez58@outlook.com,13,2,0,false,at_risk,organic,139
joshua.walker13@company.co,8,4,5,false,engaged,paid,215
john.miller1@company.co,6,3,2,false,new,organic,9
margaret.clark84@company.co,9,2,0,false,at_risk,organic,219
betty.young4@proton.me,8,0,0,false,inactive,organic,655
ashley.lee3@proton.me,11,4,3,false,engaged,paid,408
mark.hernandez41@outlook.com,7,4,3,false,new,social,31
steven.smith70@company.co,12,4,0,false,regular,paid,623
kimberly.white49@proton.me,12,7,3,false,engaged,referral,224
joseph.lee3@company.co,12,6,0,false,regular,paid,586
betty.jackson31@outlook.com,12,5,3,false,regular,paid,687
joseph.brown41@company.co,12,7,4,false,engaged,referral,140
brian.davis47@outlook.com,10,9,5,false,vip,organic,691
thomas.harris28@proton.me,9,5,3,false,regular,paid,586
margaret.brown22@outlook.com,11,2,0,false,at_risk,paid,415
karen.wilson64@outlook.com,6,2,3,false,new,paid,40
andrew.lopez15@outlook.com,3,2,2,false,new,social,13
susan.moore65@company.co,10,4,2,false,regular,organic,456
karen.flores53@gmail.com,8,7,4,false,engaged,organic,494
michelle.robinson98@company.co,9,0,0,false,inactive,paid,794
kenneth.robinson75@fastmail.com,8,3,2,false,new,paid,9
amanda.anderson13@company.co,11,5,2,false,regular,paid,530
donald.ramirez98@company.co,12,6,4,false,engaged,organic,442
kevin.garcia76@gmail.com,11,6,4,false,engaged,organic,425
carol.lee16@gmail.com,10,4,2,false,engaged,referral,333
kevin.king57@outlook.com,6,4,1,false,new,social,48
mark.garcia91@gmail.com,14,7,7,false,vip,organic,458
john.jones50@gmail.com,9,2,0,false,at_risk,paid,340
christopher.white30@gmail.com,11,2,0,false,regular,paid,205
richard.miller49@company.co,15,8,7,false,vip,referral,606
christopher.lee65@gmail.com,11,4,4,false,engaged,referral,259
elizabeth.wright85@proton.me,10,0,0,false,inactive,paid,317
mark.garcia92@proton.me,11,6,8,false,vip,referral,456
charles.hill10@company.co,12,7,5,false,engaged,referral,273
steven.young10@outlook.com,11,5,4,false,engaged,organic,335
betty.thompson78@company.co,12,11,5,false,vip,organic,721
andrew.smith84@fastmail.com,13,0,0,false,at_risk,organic,169
linda.martinez87@fastmail.com,8,8,4,false,engaged,referral,107
kenneth.lee8@outlook.com,8,7,5,false,engaged,organic,115
karen.walker58@fastmail.com,15,2,0,false,at_risk,paid,503
deborah.ramirez67@proton.me,10,0,0,false,inactive,paid,339
joshua.moore21@company.co,13,1,0,false,at_risk,organic,197
kimberly.taylor74@outlook.com,11,6,7,false,vip,organic,678
brian.johnson78@proton.me,4,3,2,false,new,organic,19
elizabeth.white36@company.co,11,6,5,false,engaged,organic,325
andrew.martin61@outlook.com,14,12,8,false,vip,referral,1199
deborah.rodriguez69@gmail.com,15,6,5,false,vip,organic,960
karen.hernandez56@gmail.com,9,8,4,false,engaged,paid,474
linda.gonzalez36@fastmail.com,12,8,3,false,engaged,referral,421
barbara.scott24@outlook.com,9,1,0,false,at_risk,paid,104
anthony.davis93@company.co,8,1,0,false,at_risk,organic,174
jessica.jackson45@outlook.com,8,4,2,false,new,organic,21
kenneth.brown43@proton.me,11,6,4,false,engaged,organic,400
michelle.allen85@gmail.com,14,0,0,false,at_risk,organic,163
charles.thomas34@gmail.com,8,5,3,false,new,organic,37
carol.martin10@outlook.com,7,3,3,false,new,social,20
christopher.jackson90@gmail.com,9,0,0,false,inactive,paid,505
daniel.anderson12@gmail.com,4,4,3,false,new,organic,57
richard.garcia41@outlook.com,9,5,1,false,regular,paid,561
kenneth.martin94@fastmail.com,9,2,3,false,regular,paid,609
kevin.clark22@company.co,11,6,2,false,regular,paid,189
donna.walker98@gmail.com,11,6,7,false,vip,referral,379
nancy.scott91@gmail.com,12,0,0,false,inactive,organic,291
christopher.allen19@proton.me,12,0,0,false,inactive,paid,465
andrew.thompson99@company.co,7,2,1,false,new,social,56
amanda.white92@outlook.com,11,2,1,false,regular,paid,323
barbara.flores70@outlook.com,8,8,8,false,vip,organic,484
deborah.flores40@proton.me,6,3,2,false,new,social,5
nancy.anderson18@outlook.com,8,7,5,false,engaged,paid,179
carol.white25@proton.me,8,0,0,true,at_risk,paid,570
daniel.clark77@gmail.com,10,6,3,false,engaged,paid,449
linda.perez67@company.co,12,3,1,false,regular,paid,227
donna.anderson27@proton.me,11,12,4,false,vip,organic,944
charles.clark2@proton.me,11,5,5,false,engaged,referral,348
christopher.harris18@gmail.com,9,0,0,false,inactive,organic,503
sandra.lewis18@outlook.com,10,0,0,false,at_risk,paid,284
charles.harris37@company.co,6,3,3,false,new,organic,10
joseph.garcia29@gmail.com,8,3,2,false,new,paid,4
betty.thompson58@outlook.com,8,5,2,false,engaged,organic,499
donna.young35@fastmail.com,9,0,0,false,inactive,organic,295
jennifer.nguyen10@outlook.com,8,4,4,false,engaged,organic,459
paul.brown5@company.co,7,4,1,false,new,social,33
michael.sanchez75@fastmail.com,11,0,0,false,inactive,paid,349
timothy.harris28@outlook.com,13,2,0,false,at_risk,paid,520
mary.moore46@outlook.com,10,10,6,false,vip,referral,919
carol.thomas30@company.co,5,4,2,false,new,organic,37
kenneth.allen9@fastmail.com,11,5,3,false,engaged,referral,395
deborah.martin42@fastmail.com,8,5,1,false,regular,paid,408
sandra.lee33@proton.me,8,1,0,false,at_risk,paid,229
joshua.young38@proton.me,11,0,0,false,inactive,paid,774
donald.flores94@proton.me,8,1,0,false,at_risk,organic,579
amanda.davis83@outlook.com,9,9,3,false,vip,organic,638
betty.wilson78@gmail.com,9,5,3,false,regular,organic,562
charles.scott33@outlook.com,8,0,0,false,inactive,paid,254
richard.scott21@proton.me,9,6,3,false,engaged,referral,103
karen.williams24@company.co,11,0,0,false,inactive,paid,270
margaret.wright95@gmail.com,11,5,0,false,regular,paid,184
george.clark78@proton.me,9,5,2,false,engaged,organic,232
thomas.rodriguez98@fastmail.com,12,0,0,false,inactive,organic,259
matthew.hill25@outlook.com,12,0,0,false,inactive,paid,505
steven.wilson14@fastmail.com,12,5,0,false,regular,paid,281
mary.nguyen87@company.co,8,2,3,false,regular,organic,342
joshua.ramirez62@outlook.com,10,0,0,false,inactive,organic,696
deborah.harris78@outlook.com,9,4,2,false,regular,paid,433
anthony.martinez77@outlook.com,8,8,3,false,engaged,referral,303
andrew.miller11@fastmail.com,9,0,0,false,inactive,organic,340
james.moore66@fastmail.com,15,2,0,true,at_risk,organic,209
melissa.smith78@outlook.com,9,5,3,false,regular,organic,699
robert.walker26@proton.me,10,2,2,false,regular,organic,444
dorothy.allen7@proton.me,10,2,3,false,regular,paid,595
joseph.davis86@proton.me,14,0,0,false,at_risk,paid,188
sarah.hernandez15@gmail.com,11,5,3,false,engaged,organic,295
dorothy.flores11@fastmail.com,9,3,3,false,regular,paid,659
robert.lewis36@proton.me,10,8,7,false,vip,organic,1007
jennifer.allen80@outlook.com,10,2,1,false,regular,paid,332
dorothy.ramirez66@outlook.com,15,11,6,false,vip,referral,490
kevin.scott98@outlook.com,11,9,6,false,vip,referral,1038
nancy.perez54@company.co,8,2,2,false,new,social,8
william.moore46@outlook.com,8,4,2,false,regular,organic,608
steven.white16@proton.me,12,2,1,false,regular,paid,559
joshua.martin9@company.co,11,8,4,false,vip,referral,680
christopher.flores78@fastmail.com,12,3,2,false,regular,paid,349
ashley.robinson11@outlook.com,10,12,8,false,vip,organic,1008
sandra.garcia38@company.co,8,4,3,false,new,social,42
william.sanchez51@gmail.com,10,4,2,false,engaged,paid,308
elizabeth.moore18@gmail.com,8,8,3,false,engaged,paid,413
donna.brown31@proton.me,11,4,5,false,engaged,organic,243
timothy.young16@proton.me,4,3,3,false,new,paid,7
jessica.lewis42@gmail.com,10,1,0,false,at_risk,paid,472
donna.lee82@outlook.com,13,8,4,false,vip,organic,452
sarah.jackson14@company.co,13,9,7,false,vip,referral,735
joshua.perez80@gmail.com,8,7,8,false,vip,referral,962
william.lopez85@proton.me,13,9,8,false,vip,organic,1074
william.king6@outlook.com,14,1,0,false,at_risk,organic,233
amanda.thompson19@fastmail.com,8,5,2,false,new,social,16
donald.martin87@company.co,11,0,0,false,inactive,paid,281
dorothy.walker69@company.co,11,5,1,false,regular,paid,646
james.hernandez79@outlook.com,9,10,3,false,vip,organic,1010
susan.davis11@company.co,10,5,4,false,engaged,organic,315
thomas.ramirez63@company.co,8,4,3,false,new,social,49
patricia.williams61@company.co,14,11,7,false,vip,organic,766
melissa.perez14@fastmail.com,8,5,3,false,regular,paid,504
susan.scott76@proton.me,4,3,1,false,new,organic,58
sarah.brown6@outlook.com,10,10,7,false,vip,referral,969
carol.robinson8@gmail.com,9,8,5,false,vip,organic,1000
andrew.torres32@gmail.com,9,0,0,false,inactive,organic,525
mark.scott63@company.co,3,5,2,false,new,organic,1
richard.martin89@company.co,10,7,2,false,engaged,referral,100
mark.jones82@fastmail.com,4,2,1,false,new,paid,53
sandra.white17@company.co,9,5,3,false,regular,paid,418
anthony.wright77@proton.me,9,8,3,false,engaged,paid,491
lisa.harris75@proton.me,8,1,0,false,at_risk,organic,343
steven.lee60@company.co,10,1,0,false,at_risk,paid,315
susan.sanchez57@fastmail.com,11,0,0,false,inactive,organic,420
matthew.jones35@fastmail.com,7,3,3,false,new,organic,24
george.lee78@outlook.com,9,5,2,false,engaged,organic,188
susan.ramirez83@fastmail.com,9,2,3,false,regular,paid,629
dorothy.white6@fastmail.com,12,6,1,false,regular,paid,187
brian.king22@fastmail.com,13,6,8,false,vip,organic,842
sarah.taylor42@outlook.com,8,4,0,false,regular,organic,407
amanda.taylor72@company.co,12,5,3,false,regular,paid,198
brian.white71@company.co,8,7,3,false,engaged,paid,498
christopher.moore54@proton.me,9,2,1,false,regular,paid,547
patricia.flores65@fastmail.com,7,5,3,false,new,organic,37
patricia.torres51@fastmail.com,9,6,5,false,engaged,paid,246
george.moore65@outlook.com,11,8,4,false,engaged,referral,497
christopher.gonzalez42@company.co,11,5,1,false,regular,organic,579
joseph.walker70@company.co,8,4,2,false,regular,organic,635
barbara.robinson28@company.co,10,0,0,false,inactive,organic,228
sandra.thompson65@outlook.com,8,3,3,false,regular,organic,676
charles.young9@gmail.com,12,0,0,false,inactive,organic,576
michelle.gonzalez26@gmail.com,12,4,5,false,engaged,organic,495
sarah.jones90@outlook.com,5,5,3,false,new,social,56
daniel.perez80@outlook.com,12,6,3,false,engaged,referral,166
betty.allen48@gmail.com,4,3,1,false,new,social,18
kimberly.sanchez28@gmail.com,11,2,0,true,at_risk,organic,312
margaret.moore73@proton.me,14,10,3,false,vip,referral,659
betty.white68@gmail.com,10,9,3,false,vip,organic,882
michael.sanchez13@gmail.com,8,0,0,false,inactive,organic,762
ashley.walker64@gmail.com,12,5,0,false,regular,organic,549
timothy.wright59@outlook.com,12,4,2,false,engaged,organic,163
robert.jones85@proton.me,12,7,4,false,engaged,organic,269
karen.young78@outlook.com,12,6,4,false,engaged,referral,230
robert.williams62@proton.me,13,9,6,false,vip,organic,500
sarah.young57@outlook.com,12,6,1,false,regular,organic,494
joshua.king66@company.co,10,0,0,false,inactive,paid,745
linda.allen51@gmail.com,11,0,0,false,inactive,paid,301
steven.hill84@outlook.com,14,2,0,false,at_risk,paid,132
deborah.rodriguez51@fastmail.com,8,6,1,false,regular,paid,497
donald.clark46@gmail.com,9,6,0,false,regular,organic,522
dorothy.clark31@company.co,9,2,2,false,regular,paid,461
david.lopez72@gmail.com,7,5,3,false,new,organic,31
kenneth.young71@company.co,15,2,0,false,at_risk,organic,251
david.johnson57@company.co,14,0,0,false,at_risk,organic,594
amanda.lee22@fastmail.com,10,4,5,false,engaged,referral,319
melissa.nguyen77@fastmail.com,10,3,0,false,regular,paid,452
richard.lopez45@outlook.com,12,4,1,false,regular,organic,670
david.sanchez23@gmail.com,9,8,3,false,engaged,paid,266
charles.thompson51@company.co,8,0,0,false,inactive,organic,457
karen.king74@company.co,11,2,0,false,at_risk,organic,537
kevin.anderson95@outlook.com,10,0,0,false,inactive,paid,333
sarah.smith38@gmail.com,13,12,3,false,vip,organic,802
mary.lee47@proton.me,12,3,3,false,regular,paid,357
james.allen32@proton.me,7,3,2,false,new,social,50
james.walker69@proton.me,10,0,0,false,inactive,paid,364
